brand,product_name,price
GIGABYTE,"Gigabyte GeForce GTX 1650 D6 WINDFORCE OC 4G Graphics Card, 172mm Compact Size, 4GB 128-Bit GDDR6, GV-N1656WF2OC-4GD Video Card",378.98
Corn Electronics,"CORN GTX 1060 192-Bit 3GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",374.99
GIGABYTE,"GIGABYTE AORUS GeForce RTX 2080 XTREME WATERFORCE WB 8G Graphics Card, Pre-Installed Waterblock, 8GB 256-Bit GDDR6, GV-N2080AORUSX WB-8GC Video Card","1,714.99"
GIGABYTE,"GIGABYTE GeForce GTX 1660 Ti OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TOC-6GD Video Card",637.67
yeston,Yeston GeForce GT730 4GB DDR3 Graphics cards Nvidia PCI Express 2.0 Desktop computer PC DVI-D +VGA+ HDMI-compatible video gaming graphics card,99.00
MSI,MSI Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming X 12G LHR,889.99
EVGA,"EVGA GeForce RTX 2080 TI FTW3 ULTRA HYBRID GAMING, 11G-P4-2484-KR, 11GB GDDR6, RGB LED & iCX2 Technology - 9 Thermal Sensors","2,155.00"
HSCCGI,HSCCGI Gaming GeForce GTX 550 Ti 4G GDDR5 PCI Express 2.0 x11ATX Video Card GTX 550 Ti GAMING X 4G,115.99
Biostar,"Biostar Gaming Radeon RX 550 2GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort",173.00
MAXSUN,MAXSUN GeForce GT 730 DirectX 12 730HH4G 4GB 128-Bit DDR3 PCI Express 2.0 x16 Standard ATX Video Card HDMI+DVI+VGA,
ASUS,"ASUS DUAL GeForce RTX 3060 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-slot Design, Axial-tech Fan Design, 0dB Technology), DUAL-RTX3060-O12G-V2(LHR)",855.22
MSI,MSI Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card RTX 3070 GAMING Z TRIO,"1,258.60"
ASUS,"ASUS GeForce RTX 2060 Advanced Overclocked 6G GDDR6 Dual-Fan EVO Edition VR Ready HDMI DisplayPort DVI Graphics Card (DUAL-RTX2060-A6G-EVO) Bulk Pack, No Retail Box",670.99
ASUS,"ASUS Cerberus GeForce GTX 1050 Ti 4GB GDDR5 Gaming Graphics Card, CERBERUS-GTX1050TI-A4G",338.49
"PNY Technologies, Inc.",PNY VCX NVIDIA Quadro T600 2GB GDDR6 Graphics Card,252.99
MSI,MSI GeForce GT 1030 2GB GDDR5 PCI Express 3.0 x16 (uses x4) Low Profile Video Card GT 1030 2G LP OC,275.80
NVIDIA,NVIDIA QUADRO 4000 2GB GDDR5 X1 VIDEO CARD V2 DELL 731Y3,99.99
PowerColor,PowerColor Red Dragon RX 550 4GB GDDR5 Graphics Card (AXRX-550-4GBD5-DH),239.00
MSI,MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3070 Ti Gaming X Trio 8G,"1,379.94"
MSI,MSI GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1650 D6 GAMING X,547.99
GIGABYTE,"GIGABYTE AORUS GeForce RTX 2060 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N206SAORUS-8GC Video Card","1,399.00"
GIGABYTE,GIGABYTE GeForce GTX 1650 4GB GDDR5 PCI Express 3.0 x16 Low Profile Video Card GV-N1650OC-4GL,449.14
yeston,Yeston GeForce GTX 1660  Super-6G  GDDR6  6GB 192Bit Graphics cards Nvidia pci express x16 3.0 Desktop computer PC video gaming graphics card,699.00
GIGABYTE,"GIGABYTE GeForce RTX 2060 OC GG Graphics Card, 2X Windforce Fans, 6GB 192-bit GDDR6, GV-N2060OC-6GD REV2.0 Video Card",828.39
Sapphire Tech,Sapphire Nitro+ AMD Radeon RX 6700 XT Gaming OC 12GB GDDR6 HDMI / Triple DP (11306-01-20G),"1,189.93"
EVGA,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M (OEM Edition)","1,392.00"
Corn Electronics,"CORN GTX 1050Ti 128-Bit 4GB GDDR5 Graphic 6Pin Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 VGA/DVI-D/HDMI,Play for Apex,LOL,PUBG,OW,War Thunder etc.",279.99
EVGA,"EVGA GeForce GTX 1080 Ti SC Black Edition GAMING, 11G-P4-6393-KR, 11GB GDDR5X, iCX Cooler & LED","1,392.00"
GIGABYTE,Gigabyte Ultra Durable 2 GV-N730D5-2GI GeForce GT 730 Graphic Card - 902 MHz Core - 2 GB GDDR5 SDRAM - PCI Express 2.0 x8,78.86
EVGA,"EVGA GeForce RTX 2080 Ti XC GAMING, 11G-P4-2382-KR, 11GB GDDR6, Dual HDB Fans & RGB LED","2,155.00"
GIGABYTE,GIGABYTE RTX 3060 Gaming OC D6 12GB (Jch),960.00
GIGABYTE,"GIGABYTE AORUS GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080AORUS X-10GD (rev. 2.0), LHR","1,687.93"
EVGA,EVGA 200 GeForce 210 1GB DDR3 PCI Express 2.0 x16 Low Profile Video Card 01G-P3-1312-LR,88.88
Corn Electronics,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",299.99
ASUS,ASUS ROG Strix GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3060-O12G-V2-GAMING,929.99
MSI,MSI Gaming Radeon RX 6800 XT 16GB GDDR6 PCI Express 4.0 CrossFireX Support Video Card RX 6800 XT GAMING X TRIO 16G,"1,647.99"
Corn Electronics,"CORN GTX650 128-Bit 1GB GDDR5 Graphic Card with fan Video Card GPU Support DirectX11PCI Express 3.0 VGA/DVI-D/HDMI,Play for LOL,PUBG,OW,APex,CSGO etc.",79.99
GIGABYTE,"GIGABYTE GeForce RTX 2080 GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2080GAMINGOC WHITE-8GC Video Card",
Corn Electronics,CORN GTX 650 Ti 128-Bit 2GB GDDR5 Graphic Card DirectX11 Video Card GPU DVI/DP/HDMI,124.99
EVGA,EVGA 640-P2-N829-A1 GeForce 8800GTS 640MB 320-bit GDDR3 PCI Express x16 HDCP Ready SLI Supported Video Card,240.00
MSI,MSI GT 1030 2GD4 LP OC Computer Graphics Cards,199.99
GIGABYTE,GIGABYTE GeForce GT 730 2GB GDDR5 PCI Express 2.0 x8 Video Card GV-N730D5-2GL,75.00
NVIDIA,"NVIDIA Quadro FX 3800 by PNY 1GB GDDR3 PCI Express Gen 2 x16 DVI-I DL Dual DisplayPort and Stereo OpenGL, DirectX, CUDA, and OpenCL Profesional Graphics Board, VCQFX3800-PCIE-PB",152.99
MSI,MSI Gaming GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 GAMING Z TRIO 10G LHR,"1,679.95"
ASUS,ASUS ROG Strix GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3060-O12G-V2-GAMING,929.99
Corn Electronics,CORN GTX 650 1GB 128-Bit GDDR5 Graphic Card Video Card GPU GTX650-DCO-1GD5  DirectX 11 PCI Express 3.0 HDCP DVI/VGA/Mini HDMI,84.99
MSI,MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 3X 12G OC LHR,862.99
,MQX GeForce 6200 512MB 64Bit DDR2 AGP 2X 4X 8X Video Card,64.99
GIGABYTE,GIGABYTE NVIDIA GeForce GT 1030 Low Profile 2G Computer Graphics Card,149.98
MSI,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,318.59
MSI,"MSI Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti GAMING Z TRIO LHR,Graphics card bracket included",999.97
GIGABYTE,"GIGABYTE GeForce RTX 2060 Super WINDFORCE OC 8G Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N206SWF2OC-8GD Video Card",949.99
GIGABYTE,GIGABYTE Vision GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TVISION OC-8GD,"1,379.00"
MSI,MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 x16 Video Card RX 6700 XT MECH 2X 12G,"1,098.64"
MSI,MSI GeForce GTX 1660 DirectX 12 GTX 1660 SUPER VENTUS XS C OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,634.54
ASUS,ASUS ROG STRIX Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 CrossFireX Support ATX Video Card ROG-STRIX-RX6600XT-O8G-GAMING,799.89
MSI,95MM PLD10010S12HH 4Pin Cooler Fan Replacement For MSI Radeon R9 380 Armor 2X GTX 1060 970 RX580 Graphics Video Card Cooling,29.99
ZOTAC,ZOTAC GeForce GTX 1080 Ti AMP Extreme Core 11GB GDDR5X 352-bit Gaming Graphics Card VR Ready 16+2 Power Phase Freeze Fan Stop IceStorm Cooling Spectra Lighting ZT-P10810F-10P,"1,391.99"
MSI,MSI GeForce GT 710 1GB DirectX 12 GT 710 1GD3H LP 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Graphics Card,67.00
GIGABYTE,GIGABYTE GeForce GTX 1060 6GB GDDR5 PCI Express 3.0 x16 ATX Video Card GV-N1060WF2OC-6GD,839.00
GIGABYTE,"GIGABYTE GeForce RTX 2080 GAMING OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2080GAMING OC-8GC Video Card",
GIGABYTE,GIGABYTE Vision GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3060VISION OC-12GD (rev. 2.0),879.93
GIGABYTE,GIGABYTE Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070GAMING OC-8GD (rev. 2.0),"1,129.91"
EVGA,EVGA GeForce 8400 GS 1GB DDR3 PCI Express 2.0 x16 Video Card 01G-P3-1302-LR,88.30
ASUS,ASUS ROG Strix GeForce RTX 2080 Ti 11GB GDDR6 PCI Express 3.0 SLI Support Video Card ROG-STRIX-RTX2080TI-11G-GAMING,"2,154.99"
ASUS,"ASUS DUAL Radeon RX 6700 XT Standard Edition 12GB GDDR6 Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB Technology)",925.24
EVGA,"EVGA GeForce GTX 1660 SC ULTRA GAMING, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan, Metal Backplate",649.99
ASUS,ASUS GeForce RTX 2080 Ti 11G Turbo Edition GDDR6 HDMI DP 1.4 Type-C Graphics Card,"2,147.00"
GIGABYTE,"GIGABYTE AORUS GeForce RTX 3090 XTREME 24GB Video Card, GV-N3090AORUS X-24GD","3,431.95"
XFX,XFX Radeon RX 550 4GB DDR5 Double Dissipation RX-550P4PFG5 Graphics Card,289.90
ASUS,Asus PH-GTX1050TI-4G GeForce GTX 1050 Ti 4GB Phoenix Fan Edition Graphics Card,330.00
MSI,MSI GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 ITX Video Card GTX 1650 D6 AERO ITX OC,412.92
EVGA,"EVGA GeForce GTX 1060 3GB SC ACX 2.0 (Single Fan), 3GB GDDR5,, 03G-P4-6162-KR",842.49
GIGABYTE,"GIGABYTE AORUS GeForce RTX 3090 MASTER 24GB Video Card, GV-N3090AORUS M-24GD","3,272.97"
GIGABYTE,Gigabyte Geforce GTX 1050 Ti OC Low Profile 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TOC-4GL),383.66
GIGABYTE,"GIGABYTE AORUS GeForce RTX 3070 MASTER 8GB Video Card, GV-N3070AORUS M-8GD","1,254.99"
NVIDIA,NVIDIA GeForce RTX 2070 Super Founders Edition Graphics Card,"1,270.00"
ASUS,ASUS ROG STRIX Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 CrossFireX Support ATX Video Card ROG-STRIX-RX6600XT-O8G-GAMING,791.99
MSI,MSI Non-locking Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming X Trio 12G,"1,099.99"
ASUS,"ASUS TUF Gaming NVIDIA GeForce RTX 3080 O10G V2 GAMING Edition Graphics Card (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-grade Certification)","1,762.12"
XFX,XFX Radeon RX 580 DirectX 12 RX-580P8DFD6 XXX Edition 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,779.99
EVGA,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M","1,392.00"
MSI,"MSI GeForce RTX 3060 GAMING X TRIO 12G  (LHR) Video Card,12GB 192-bit GDDR6 PCI Express 4.0 x16,1852MHz Core Frequency,1×HDMI Interface, 3×DisplayPort Interface",985.99
ASUS,ASUS Dual GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 Video Card DUAL-GTX1650-O4GD6-MINI,394.00
MSI,MSI GeForce RTX 2070 SUPER 8GB GDDR6 PCI Express 3.0 x16 SLI Support Video Card RTX 2070 SUPER GAMING X TRIO,"1,359.99"
"PNY Technologies, Inc.",PNY Quadro RTX A5000 24GB GDDR6 Graphics Card,"3,127.96"
Sapphire Tech,"Sapphire TOXIC AMD RADEON RX 6900 XT GAMING OC Video Card, 16GB GDDR6 EXTREME EDITION HDMI / TRIPLE DP","2,444.67"
GIGABYTE,"GIGABYTE AORUS GeForce RTX 3070 MASTER 8G (LHR) Video Card,8GB 256-bit GDDR6 PCI Express 4.0 x16,1845MHz Core Frequency,DisplayPort 1.4a *3,HDMI 2.1*2, HDMI 2.0*1","1,287.99"
Sapphire Tech,SAPPHIRE Pulse Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card 11309-03-20G,799.99
ASUS,"ASUS TUF-RTX3070-O8G-V2-GAMING (LHR) Video Card,8GB 256-bit GDDR6 PCI Express 4.0 x16,1845MHz Core Frequency,DisplayPort 1.4a *3,HDMI 2.1*2","1,249.00"
ZOTAC,"ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, ZT-T20600K-10M",834.99
GIGABYTE,"GIGABYTE GeForce RTX 3060 GAMING OC 12G (LHR) Video Card,12GB 192-bit GDDR6 PCI Express 4.0 x16,1837MHz Core Frequency,2×HDMI 2.1 interface, 2×DisplayPort 1.4 interface",908.99
XFX,"XFX SPEEDSTER MERC308 Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 BLACK Gaming Graphics Card, AMD RDNA 2 RX-66XT8TBDQ",769.93
ASUS,ASUS TUF Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 x16 Video Card TUF-RTX3070-O8G-V2-GAMING LHR,"1,245.00"
ASUS,"ASUS ROG Strix GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card, OC Edition ROG-STRIX-RTX3060-O12G-GAMING",919.99
,"MIS GeForce RTX 3060 GAMING X TRIO 12G  (LHR) Video Card,12GB 192-bit GDDR6 PCI Express 4.0 x16,1852MHz Core Frequency,1×HDMI interface, 3×DisplayPort interface","1,199.99"
GIGABYTE,"GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card, 3 x WINDFORCE Fans, 11GB 352-Bit GDDR6, GV-N208TGAMING OC-11GC Video Card","1,699.00"
XFX,XFX Radeon R9 Nano R9-NANO-4SF6 4GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card,598.99
ASUS,"ASUS ROG Strix NVIDIA GeForce RTX 3060 Ti V2 OC Edition Gaming Graphics Card (PCIe 4.0, 8GB GDDR6, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-slot, Super Alloy Power II, GPU Tweak II)","1,124.99"
,"MIS GeForce RTX 3070 GAMING Z TRIO 8G (LHR) Video Card,8GB 256-bit GDDR6 PCI Express 4.0 x16,1845MHz Core Frequency,1×HDMI interface, 3×DisplayPort interface","1,266.99"
Corn Electronics,"AX GEFORCE RTX 3060 X2W LHR Graphics Card, 12GB 192-bit GDDR6, 1777MHz Core Frequency and 15000MHz Video Memory Frequency, 1×HDMI , 3×DisplayPort",829.99
MSI,MSI Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming Z Trio 12G LHR,853.69
MSI,MSI GeForce RTX 3060 AERO ITX 12G OC LHR,899.99
,"MIS GeForce RTX 3070 GAMING Z TRIO 8G (LHR) Video Card,8GB 256-bit GDDR6 PCI Express 4.0 x16,1845MHz Core Frequency,1×HDMI interface, 3×DisplayPort interface","1,266.99"
Corn Electronics,"AX GEFORCE RTX 3060 X2W LHR Graphics Card, 12GB 192-bit GDDR6, 1777MHz Core Frequency and 15000MHz Video Memory Frequency, 1×HDMI , 3×DisplayPort",829.99
MSI,MSI Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming Z Trio 12G LHR,853.69
MSI,MSI GeForce RTX 3060 AERO ITX 12G OC LHR,899.99
GIGABYTE,"GIGABYTE GeForce GTX 970 4GB G1 GAMING OC EDITION, GV-N970G1 GAMING-4GD",704.00
ASUS,ASUS ROG GeForce GTX 1080 Ti 11GB GDDR5X PCI Express 3.0 Video Card STRIX-GTX1080TI-O11G-GAMING,"1,392.00"
Sapphire Tech,"Sapphire PULSE Radeon RX 580 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP OC w/ Backplate (UEFI), 100411P8GOCL",746.88
EVGA,"EVGA GeForce GTX 1080 Ti SC2 GAMING, 11G-P4-6593-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M","1,392.00"
MSI,MSI GeForce GTX 1060 6GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX 1060 GAMING X 6G,839.00
GIGABYTE,GIGABYTE AORUS Radeon RX 6900 XT 16GB GDDR6 PCI Express 4.0 ATX Video Card GV-R69XTAORUS M-16GD,"2,049.95"
ASUS,ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-RTX3080-10G-GAMING,"1,832.39"
NVIDIA,Nvidia GEFORCE GTX 1080 Ti - FE Founder's Edition,"1,392.00"
,"ZOTAC Gaming GeForce GTX 1650 Super Twin Fan 4GB GDDR6 128-Bit Gaming Graphics Card, Super Compact, Zt-T16510F-10L",799.99
ASUS,ASUS Phoenix GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 Video Card PH-GTX1650-O4GD6,
ASUS,ASUS TUF Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 Video Card TUF-RTX3060-O12G-V2-GAMING LHR,889.99
MSI,MSI Ventus GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 Ventus 2X 8G OC LHR,"1,049.91"
MSI,MSI GeForce RTX 2080 SUPER 8GB GDDR6 PCI Express 3.0 x16 SLI Support Video Card RTX 2080 Super Gaming X TRIO,"1,690.00"
EVGA,EVGA GeForce GTX 1070 Ti 8GB GDDR5 PCI Express 3.0 SLI Support Video Card 08G-P4-6678-KR,"1,054.00"
ASUS,ASUS GeForce GTX 1070 8GB GDDR5 PCI Express 3.0 Video Card STRIX-GTX1070-8G-GAMING,992.50
EVGA,"EVGA GeForce RTX 2080 SUPER KO GAMING Video Card, 08G-P4-2083-KR, 8GB GDDR6, Dual Fans","1,714.99"
ASUS,"ASUS CERBERUS-GTX1050TI-A4G - Advanced Edition - graphics card - GF GTX 1050 Ti - 4 GB GDDR5 - PCIe 3.0 x16 - DVI, HDMI,",360.98
EVGA,EVGA GeForce GTX 950 2GB GDDR5 PCI Express 3.0 x16 SLI Support Video Card 02G-P4-1953-KR,440.00
MSI,MSI GeForce GT 730 2GB DDR3 PCI Express 2.0 Low Profile Video Card N730K-2GD3H/LPV1,88.90
GIGABYTE,Gigabyte Geforce GTX 1050 Ti OC 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TOC-4GD),296.09
MAXSUN,"MAXSUN NVIDIA GEFORCE GT 1030 2GB ITX Graphics Card GPU GDDR5 Mini ITX Design, HDMI, DVI-D, Single Fan Cooling System",131.95
GIGABYTE,"GIGABYTE GeForce GT 1030 Slience Low Profile 2GB, GV-N1030SL-2GL",177.10
GIGABYTE,"GIGABYTE GeForce RTX 2060 OC GG Graphics Card, 2X Windforce Fans, 6GB 192-bit GDDR6, Gv-N2060OC-6GD REV2.0 Video Card",687.98
ASUS,ASUS GeForce GTX 1080 Ti 11GB GDDR5X PCI Express 3.0 SLI Support Video Card TURBO-GTX1080TI-11G,"1,392.00"
GIGABYTE,"GIGABYTE GeForce RTX 3060 Ti GAMING OC PRO 8G (rev 2.0) Graphics Card, WINDFORCE 3x Cooling System, 8GB 256-bit GDDR6, GV-N306TGAMINGOC PRO-8GD Video Card","1,159.00"
yeston,Yeston Radeon RX550 4GB GDDR5 1183MHz 512processors PCIExpress 3.0 DirectX12 Single Slot DP+HDMI compatible +DVI-D graphics card of Desktop,169.00
MSI,MSI GeForce RTX 2080 SUPER 8GB GDDR6 PCI Express 3.0 x16 SLI Support Video Card RTX 2080 Super Gaming TRIO,
MSI,MSI GeForce RTX 2080 Ti 11GB GDDR6 PCI Express 3.0 x16 SLI Support Video Card RTX 2080 Ti VENTUS GP OC,"2,155.00"
PowerColor,PowerColor RED DEVIL Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card 6600XT 8GBD6-3DHE/OC,809.13
EVGA,"EVGA GeForce GTX 960 04G-P4-3967-KR 4GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",644.00
,ETopSell ATI Rage XL 8MB/8 MB PCI 3D VGA Video Graphics Card,17.46
EVGA,"EVGA GeForce GTX 960 04G-P4-3969-KR 4GB FTW GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",644.00
VisionTek,"Visiontek Radeon HD 7750 SFF 1GB DDR3 3M (2 x HDMI, Mini DP), 900574 Video Graphics Card",161.33
"PNY Technologies, Inc.",PNY GeForce RTX 2080 Ti 11GB Blower 352-Bit GDDR6 PCI Express 3.0 SLI Support Video Card,"2,154.99"
MSI,MSI Gaming GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX 1050 Ti GAMING X 4G,379.99
MSI,MSI GeForce GTX 950 2GB GDDR5 PCI Express 3.0 x16 SLI Support ATX GAMING Video Card GTX 950 GAMING 2G,430.00
MSI,MSI GAMING GeForce GT 710 1GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card (GT 710 1GD3H LP),53.05
EVGA,"EVGA GeForce GTX 1080 FTW GAMING ACX 3.0, 08G-P4-6286-KR, 8GB GDDR5X, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)","1,171.04"
,MQX POWER GeForce GTX750 4GB 128Bit GDDR5 DVI VGA HDMI PCIE Graphics Cards,179.99
PowerColor,PowerColor Red Dragon RX 550 2GB GDDR5 Graphics Card 128Bit,159.98
EVGA,"EVGA GeForce GTX 960 04G-P4-3966-KR 4GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",644.00
ASUS,ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card (GTX1080TI-FE),"1,392.00"
GIGABYTE,GIGABYTE Eagle OC GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TEAGLE OC-8GD (rev. 2.0) (LHR),979.99
GIGABYTE,Gigabyte Geforce GTX 1050 Ti OC 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TOC-4GD),338.89
GIGABYTE,GIGABYTE GeForce GTX 1070 8GB GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card GV-N1070IXOC-8GD,995.00
"PNY Technologies, Inc.",PNY GeForce GT 710 2GB DDR3 PCI Express 2.0 x8 Low Profile Video Card VCGGT7102XPB,96.83
EVGA,"EVGA GeForce RTX 2070 FTW3 ULTRA GAMING, 08G-P4-2277-KR, 8GB GDDR6, iCX2 & RGB LED","1,245.00"
VisionTek,VisionTek Products 900942 Radeon 7750 SFF 2GB GDDR5 2X DP Graphics Card,136.23
,COLORFUL iGame GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3070 Ti Advanced OC 8G,"1,495.00"
ASUS,ASUS TUF Gaming GeForce GTX 1660 SUPER Overclocked 6GB Edition HDMI DP DVI Gaming Graphics Card (TUF-GTX1660S-O6G-GAMING),789.99
ASUS,ASUS Dual Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 CrossFireX Support ATX Video Card DUAL-RX6600XT-O8G,749.91
GIGABYTE,GIGABYTE AORUS GeForce RTX 2080 TI DirectX 12 GV-N208TAORUS X-11GC Video Card,"2,155.00"
EVGA,"EVGA GeForce GTX 960 04G-P4-3962-KR 4GB SC GAMING, Only 6.8 inches, Perfect for mITX Build Graphics Card",644.00
VisionTek,"Visiontek Radeon 6350 1GB DDR3 (DVI-I, HDMI, VGA)",58.45
VisionTek,"Visiontek Radeon HD 7750 SFF 1GB DDR3 3M (2 x HDMI, Mini DP), 900574",161.33
"PNY Technologies, Inc.",PNY GeForce 9800 GT 1GB DDR3 PCI Express 2.0 x16 SLI Support Video Card VCG98GTEE1XPB,185.00
,MQX GeForce GT 730 4GB DDR3 PCI Express 2.0 X16 DVI VGA HDMI PCIe Graphics Card+Low profile Bracket,119.99
MSI,MSI GTX 1050 Ti Low Profile 4GB GDDR5 Graphics Card (V809-2404R),413.27
MSI,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LP 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,66.90
,"GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",145.97
ASUS,ASUS GeForce GT 1030 DirectX 12 GT1030-SL-2G-BRK 2GB 64-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,114.88
ASUS,FOR ASUS GT710-4H-SL-2GD5 Home office multi-screen projection independent graphics card supports 4 screen output,119.90
"PNY Technologies, Inc.",PNY GeForce RTX 2080 SUPER 8GB GDDR6 PCI Express 3.0 x16 SLI Support Video Card VCG20808SBLMPB,"1,713.49"
GIGABYTE,"GIGABYTE GeForce RTX 3090 GAMING OC 24G Video Card, GV-N3090GAMING OC-24GD,NOT LHR","3,125.99"
